ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,8 05 2015,7500,2015-04-08 02:53:18,3,failed,3,US,3,3,7500
1000212914,A Teacher's Travels in China,Photography,Photography,USD,13 05 2012,4000,2012-04-18 23:34:56,4866.17,successful,71,US,4866.17,4866.17,4000
1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,Family,Film & Video,USD,19 06 2014,11000,2014-05-20 17:18:29,11055,successful,51,US,11055,11055,11000
1000217634,Mobile barbecue & catering trailer,Food Trucks,Food,USD,23 10 2014,13750,2014-09-24 03:35:33,1,failed,1,US,1,1,13750
1000226576,Following the Call - A Novel,Fiction,Publishing,USD,1 02 2016,13500,2016-01-02 08:06:07,0,failed,0,US,0,0,13500
1000227361,UNDERWATER,Film & Video,Film & Video,USD,26 03 2012,9500,2012-02-13 19:00:37,9660,successful,121,US,9660,9660,9500
1000230071,The Fanalyzers: Views from the Stands,Webseries,Film & Video,USD,18 10 2013,60000,2013-09-18 20:20:00,635,failed,5,US,635,635,60000
1000232288,Empires at Sea,Tabletop Games,Games,USD,23 06 2015,25000,2015-05-24 12:47:52,37199,successful,448,US,37199,37199,25000
1000233415,Teachers In The Sky,Documentary,Film & Video,USD,18 06 2016,250000,2016-04-19 23:53:22,65,failed,2,US,65,65,250000
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,13 10 2016,12000,2016-09-13 11:59:57,137,failed,2,IT,0,150.73,13202.34
1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,22 06 2016,5000,2016-05-23 18:10:04,587,failed,8,US,587,587,5000
1000235643,HIIT Bottle™,Drinks,Food,USD,27 04 2015,15000,2015-03-13 18:33:08,124998,successful,2784,US,124998,124998,15000
1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,9 04 2015,850,2015-02-23 00:10:28,485,failed,13,US,485,485,850
1000245024,Safer Home,Hardware,Technology,CAD,3 07 2015,50000,2015-06-03 05:52:43,0,failed,0,CA,0,0,39739.31
1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,8 07 2011,15000,2011-05-09 15:08:51,15425,successful,144,US,15425,15425,15000
1000256230,Shreddit - Privacy on Reddit,Software,Technology,GBP,2 07 2017,2000,2017-06-02 12:20:21,0,failed,0,GB,0,0,2579.35
1000256760,"Raise the Woof, expanding the love (Canceled)",Design,Design,CAD,7 08 2015,15000,2015-07-08 21:46:53,700,canceled,6,CA,553.32,535.09,11466.14
1000257563,"""Flying"" Carpets from Azerbaijan, Iran and Turkey/Anatolia",Weaving,Crafts,GBP,29 04 2015,5000,2015-03-30 19:55:31,2,failed,1,GB,2.98,3.09,7716.41
1000260691,Gizbee™ Unlimited Removable Storage for Your Travel Photos,Gadgets,Technology,USD,25 03 2016,87000,2016-02-29 20:30:27,2030,canceled,15,US,2030,2030,87000
1000261018,Diposta - liberating people from their postal mailbox.,Web,Technology,USD,23 08 2016,100000,2016-07-24 13:18:36,141,failed,3,US,100,141,100000
1000268182,My Future Just Passed - Debut CD - Jazz Trio,Jazz,Music,USD,3 12 2014,4000,2014-11-03 21:11:44,4795,successful,95,US,4795,4795,4000
1000278154,"Loot and Recruit - A quirky, combative, deck building game",Tabletop Games,Games,USD,10 04 2015,13000,2015-03-10 13:19:18,2453,canceled,65,US,2453,2453,13000
1000282287,Babe Ruth's Family Kitchen - Gourmet Hot Dogs and Condiments,Food,Food,USD,13 10 2015,25000,2015-09-08 00:59:36,0,canceled,0,US,0,0,25000
1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,24 08 2016,500,2016-07-12 17:31:42,218,failed,6,GB,174.83,288.03,660.62
1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,9 06 2016,68000,2016-05-10 22:52:00,0,failed,0,US,0,0,68000
1000294559,Secular Solstice 2014,Festivals,Theater,USD,27 10 2014,7500,2014-10-02 01:50:58,8157.01,successful,164,US,8157.01,8157.01,7500
1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,13 09 2013,29700,2013-08-15 11:16:24,10410,failed,76,US,10410,10410,29700
1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,30 10 2015,50000,2015-08-31 06:33:31,1410,failed,38,US,1410,1410,50000
1000328328,ANVIL Beard,Fashion,Fashion,GBP,6 02 2015,2000,2014-12-15 19:13:37,61,failed,9,GB,95.87,93.44,3063.58
1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,31 08 2014,13000,2014-08-01 00:02:17,1811,failed,34,US,1811,1811,13000
1000332383,Road to the Shire,Documentary,Film & Video,USD,14 02 2012,4000,2012-01-11 20:13:55,4045,successful,29,US,4045,4045,4000
1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,26 02 2015,500,2015-02-04 18:54:23,1540,successful,31,US,1540,1540,500
1000334074,The Locals Only Shirt,Fashion,Fashion,USD,18 05 2012,500,2012-05-01 07:11:25,754.82,successful,36,US,754.82,754.82,500
1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,10 07 2014,4000,2014-06-10 00:09:47,4944.5,successful,153,CA,4523.37,4646.65,3759.05
1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,30 10 2016,10000,2016-08-31 18:13:01,88,failed,9,DE,22.35,97.62,11092.99
1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,16 06 2013,5000,2013-04-17 00:58:02,110,failed,2,US,110,110,5000
1000340977,My Coffee Box,Drinks,Food,USD,16 06 2014,3000,2014-05-17 22:43:36,1027,failed,18,US,1027,1027,3000
1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,13 12 2012,4500,2012-10-30 08:53:03,409,failed,10,US,409,409,4500
1000348690,The Silence of Hollowind - Urban Fantasy RPG,Tabletop Games,Games,EUR,23 11 2017,5000,2017-10-24 16:58:01,11238,successful,346,IT,5509.51,13347.43,5938.52
1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,6 03 2012,4289,2012-01-21 18:25:26,474,failed,14,US,474,474,4289
1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,14 08 2012,2000,2012-06-30 20:05:26,2075,successful,40,US,2075,2075,2000
10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,26 05 2012,15000,2012-03-27 04:25:46,151,canceled,4,US,151,151,15000
1000374001,The Dark Waters Project,Indie Rock,Music,USD,7 04 2013,10000,2013-02-20 01:48:42,10414,successful,113,US,10414,10414,10000
1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,3 04 2014,1500,2014-03-04 17:24:51,1932.99,successful,29,US,1932.99,1932.99,1500
1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,27 01 2014,3000,2013-12-18 20:54:02,3755,successful,52,US,3755,3755,3000
1000392220,The Girls Bathroom,Webseries,Film & Video,USD,31 07 2011,2000,2011-07-06 16:35:45,2252.99,successful,45,US,2252.99,2252.99,2000
100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,7 03 2015,25000,2015-02-05 16:57:21,3,failed,3,CA,2.41,2.36,19632.48
1000399155,New Lasagna,Restaurants,Food,USD,17 10 2014,5000,2014-08-18 11:13:15,0,failed,0,US,0,0,5000
1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,11 05 2014,500,2014-04-10 23:04:22,756,successful,8,US,756,756,500
1000413719,Backroads EP Processing Costs,Electronic Music,Music,USD,26 10 2012,200,2012-10-11 23:32:24,274.05,successful,14,US,274.05,274.05,200
1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,28 12 2016,1000,2016-11-28 17:58:04,1055,successful,19,US,0,1055,1000
1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,20 11 2016,500,2016-10-21 16:23:31,156,failed,4,US,1,156,500
1000427280,Fishtacular - The Ultimate Fishing Tool (Canceled),Apps,Technology,CAD,25 05 2015,50000,2015-04-23 20:04:12,11336,canceled,19,CA,9240.74,9110.34,40183.24
1000428719,"""Eat Like A Gilmore"" Cookbook",Cookbooks,Food,USD,17 04 2016,20000,2016-03-14 12:39:29,47273,successful,1261,US,47273,47273,20000
10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,Shorts,Film & Video,USD,8 05 2017,1800,2017-04-03 23:25:55,22,failed,2,US,7,22,1800
100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,4 07 2010,5000,2010-04-29 07:14:32,50,failed,3,US,50,50,5000
1000445513,Bold Threadz,Fashion,Fashion,USD,20 09 2012,5400,2012-08-02 04:47:11,5858,successful,131,US,5858,5858,5400
1000450327,Happy Fix USA,Apparel,Fashion,USD,1 10 2014,1750,2014-08-17 17:06:42,1805,successful,25,US,1805,1805,1750
1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,24 03 2012,1000,2012-02-12 17:33:14,1455,successful,41,US,1455,1455,1000
1000465399,DAYTRADER - A Financial Board Game,Tabletop Games,Games,USD,13 03 2013,19500,2013-02-05 16:16:06,20269,successful,491,US,20269,20269,19500
1000468345,iRNinja - Control your TV with a simple press of a button,Gadgets,Technology,USD,14 06 2017,500,2017-05-10 16:00:18,74,failed,6,US,261,74,500
1000476123,Mama's Meatballs,Food,Food,USD,7 08 2014,100,2014-07-08 18:52:26,0,failed,0,US,0,0,100
1000479996,"Ebony Child:Music Artist drops New Album, Comic Book, & Film",Pop,Music,USD,21 05 2016,10000,2016-04-21 01:46:25,10,failed,1,US,10,10,10000
1000481607,Alpha Omega E.P.,Metal,Music,USD,30 09 2016,1000,2016-09-05 22:34:26,472,failed,13,US,0,472,1000
1000490852,Carriage,Art,Art,USD,24 12 2017,8000,2017-11-24 18:06:35,8360,successful,121,US,605,8360,8000
1000491057,AllThis TV,Comedy,Film & Video,USD,9 04 2017,50000,2017-03-10 01:12:32,40,failed,3,US,20,40,50000
1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,18 05 2016,6325,2016-03-19 21:51:03,10,failed,2,US,10,10,6325
1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,8 11 2010,20000,2010-10-09 22:48:40,270,failed,4,US,270,270,20000
1000509854,"Jane Brown... a story of courage, survival and love",Periodicals,Publishing,USD,31 12 2011,25000,2011-10-31 23:01:57,0,failed,0,US,0,0,25000
1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,11 10 2012,125000,2012-09-06 06:59:37,3012,failed,67,US,3012,3012,125000
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,6 10 2014,3400,2014-08-07 13:24:34,0,failed,0,US,0,0,3400
1000519001,Wordwright: re·de·fin·ing word play,Tabletop Games,Games,USD,29 12 2015,2000,2015-11-21 14:12:27,14794,successful,624,US,14794,14794,2000
1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,30 09 2014,20000,2014-09-01 23:39:19,0,failed,0,US,0,0,20000
1000521421,A photobook of life in Japan,Photography,Photography,USD,14 03 2013,3200,2013-02-12 03:11:43,568,failed,11,US,568,568,3200
1000524949,Operation: Make Stuff,Video Games,Games,USD,18 10 2012,200,2012-09-18 04:46:06,306.72,successful,36,US,306.72,306.72,200
1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,28 10 2012,250000,2012-09-28 09:33:59,90771,failed,120,US,90771,90771,250000
1000537760,help our wood shop buy a lathe & hopefully a laser engraver,Public Art,Art,USD,13 11 2014,650,2014-10-24 21:50:32,0,failed,0,US,0,0,650
1000542390,Spirits Asunder,Film & Video,Film & Video,GBP,31 03 2015,500,2015-03-01 05:52:30,5,failed,1,GB,7.72,7.4,740.16
1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,30 03 2013,800,2013-02-28 03:02:09,1062.57,successful,20,US,1062.57,1062.57,800
1000545028,Trackside - Independent documentary featuring Marshals,Documentary,Film & Video,GBP,2 03 2014,5000,2014-01-24 12:49:11,5037,successful,47,GB,8345.98,8447.09,8385.04
1000549881,"Brandi Emma promotes her new, 5-song EP because of YOU!  Pre-Order Right Here :)",Indie Rock,Music,USD,12 07 2010,10000,2010-06-12 01:44:53,4006,failed,44,US,4006,4006,10000
1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,16 09 2015,4000,2015-08-17 15:37:03,282,failed,12,IE,313.3,322.02,4567.62
1000553538,URBNPOP / CHRIS HAMER SKETCHBOOK,Art Books,Publishing,USD,18 07 2012,1400,2012-06-18 16:58:21,2535,successful,49,US,2535,2535,1400
1000558429,Sellegg start up classified site,Web,Technology,USD,20 03 2016,15000,2016-03-02 02:13:52,25,failed,1,US,25,25,15000
1000566862,Farmer Brown's Analogy Farm Game for ages three and above,Games,Games,USD,30 10 2013,25000,2013-09-27 03:32:14,65,failed,3,US,65,65,25000
1000567557,The Seven Rays,World Music,Music,USD,9 04 2012,3000,2012-02-24 02:52:41,260,failed,8,US,260,260,3000
100056789,Four Short Stories and Ten Love Poems,Publishing,Publishing,USD,25 08 2017,3000,2017-07-11 17:43:09,3165,successful,33,US,225,3165,3000
100057323,David LaRocca: Star Spawn,Illustration,Art,USD,22 10 2015,650,2015-09-21 14:44:46,2354.5,successful,53,US,2354.5,2354.5,650
1000577059,Calendars for Cats,Photobooks,Photography,USD,29 12 2015,1000,2015-11-29 14:56:30,95,failed,3,US,95,95,1000
10005784,DOGMA - Short Film,Drama,Film & Video,GBP,20 03 2015,750,2015-03-06 15:13:20,756,successful,15,GB,1153.31,1122.89,1113.98
1000581546,Project U-Neek,Art,Art,GBP,8 05 2013,1500,2013-04-08 01:06:32,1515.5,successful,19,GB,2320.27,2331.32,2307.48
1000581804,Architecture & Design Website,Architecture,Design,GBP,28 09 2014,500,2014-08-29 19:47:50,0,failed,0,GB,0,0,803.32
1000586849,#NotMyPresident Protest Tees,Apparel,Fashion,USD,22 12 2016,2500,2016-11-22 04:46:10,25,failed,1,US,30,25,2500
1000590709,Musical Light Suit,Hardware,Technology,USD,28 06 2011,6000,2011-05-19 09:09:15,20,failed,2,US,20,20,6000
1000598804,Gone In 61 Seconds,Tabletop Games,Games,USD,8 11 2017,1000,2017-11-03 13:44:35,875,failed,14,US,420,875,1000
1000600012,YA science-fiction/comedy book series: Zeek Kim'lo,Young Adult,Publishing,GBP,16 06 2016,10000,2016-05-17 01:05:02,1,failed,1,GB,1.44,1.43,14287.14
1000600526,Rising Star - Unsigned Artist Compilation Album,Hip-Hop,Music,GBP,22 02 2013,600,2013-01-08 22:32:01,0,failed,0,GB,0,0,917.77
1000600868,Musical stage (escenario musical),Latin,Music,MXN,17 04 2017,18000,2017-03-03 22:34:24,10,failed,1,MX,0,0.53,955.82
1000602156,HYDRA DICE,Games,Games,USD,6 06 2012,12000,2012-05-07 07:42:47,3100.66,failed,89,US,3100.66,3100.66,12000
1000620551,Islamic World - Strategic gaming with Islamic values,Mobile Games,Games,GBP,19 08 2014,1925,2014-07-20 12:52:57,293,failed,5,GB,500.63,485.72,3191.15
1000624031,Hangar 1 Foundation,Flight,Technology,USD,18 10 2014,8500,2014-09-03 19:40:43,1355,failed,4,US,1355,1355,8500
1000627718,Adele's Heart is Going to Edinburgh,Theater,Theater,USD,18 06 2012,7500,2012-05-14 14:33:11,8315,successful,67,US,8315,8315,7500
1000629643,ODIN: Android 'Smart' Projector to Carry in Your Pocket,Hardware,Technology,USD,8 07 2014,250000,2014-05-28 13:54:18,268192,successful,561,US,268192,268192,250000
1000638156,Jenny's Photography - Start own business and travel!!,Fine Art,Photography,GBP,29 08 2014,500,2014-07-30 18:14:06,10,failed,1,GB,16.98,16.58,829.12
1000639526,Kaleidoscope Man,Film & Video,Film & Video,GBP,22 12 2012,60000,2012-11-15 22:46:18,5487,failed,90,GB,8715.62,8854.28,96821.04
1000644119,Operación Douve,Action,Film & Video,EUR,1 05 2016,100,2016-03-02 19:09:05,20,failed,2,ES,21.77,22.85,114.27
1000648117,42 Sketches 2013,Art Books,Publishing,USD,7 04 2013,1000,2013-03-18 21:16:10,2883.5,successful,78,US,2883.5,2883.5,1000
1000648918,"ADVENT SAGA, DIGITAL TACTICAL CARD GAME",Video Games,Games,USD,31 07 2014,70000,2014-07-01 16:01:41,15542.11,failed,260,US,15542.11,15542.11,70000
100065084,One Man's Opinion Of Moonlight Song Collection,Music,Music,USD,29 06 2017,1450,2017-06-14 19:57:18,1647,successful,33,US,0,1647,1450
1000650960,"Crap Amidst Hilarity, vol. 1",Playing Cards,Games,USD,22 03 2016,7500,2016-01-22 01:36:45,942.25,failed,55,US,942.25,942.25,7500
1000654344,"Packable, Fashionable & Protective; the ULTIMATE sun hat.",Fashion,Fashion,USD,7 06 2014,36000,2014-05-01 17:36:59,91003.67,successful,750,US,91003.67,91003.67,36000
1000654409,Echo-Fuel: Make Echo Portable with Universal Charging Base!,Hardware,Technology,USD,7 12 2017,50000,2017-11-04 19:46:50,4237,failed,12,US,4384,4237,50000
1000656794,VoxCube - 8x8x8 RGB LED chainable cubes,Makerspaces,Technology,AUD,1 04 2016,129000,2016-03-02 00:15:02,11601.5,failed,32,AU,8267.42,8910.52,99078.34
1000659557,New world disorder,Punk,Music,USD,5 07 2016,5000,2016-06-05 18:46:18,0,failed,0,US,0,0,5000
1000674477,"""GENERATION FX"" a documentary film.",Documentary,Film & Video,USD,9 12 2012,100000,2012-10-10 04:57:11,8085,failed,37,US,8085,8085,100000
1000682368,"Rack and Ruin, Out of Orbit 3",Fiction,Publishing,GBP,17 06 2015,2500,2015-05-18 21:52:36,1315,failed,29,GB,2068.07,2082.74,3959.58
1000684975,Help me prepare for an upcoming art show,Painting,Art,USD,24 04 2016,1200,2016-03-10 21:25:41,2,failed,2,US,2,2,1200
1000694855,STREETFIGHTERZ WHEELIE MURICA,Film & Video,Film & Video,USD,20 09 2014,6500,2014-08-06 21:28:36,555,undefined,0,"N,0""",,555,6500
1000697657,The Forever Rechargeable Talking Super Capacitor Flashlight,Hardware,Technology,CAD,23 10 2013,2000,2013-09-23 23:36:49,656,failed,18,CA,636.78,628.47,1916.08
1000699196,COVENANT,Jazz,Music,USD,7 12 2014,32000,2014-11-07 18:02:15,4670,failed,42,US,4670,4670,32000
1000707541,Elephant Gun Media Blitzkrieg,Music,Music,USD,4 11 2011,777,2011-10-20 23:51:42,923,successful,36,US,923,923,777
1000710630,Our Shared Stories: An Afghan Diary,Anthologies,Publishing,USD,20 08 2016,7500,2016-07-06 16:22:04,9500,successful,86,US,880,9500,7500
1000719127,The Gentle Art Of Tutelage,Narrative Film,Film & Video,USD,20 03 2013,50000,2013-01-19 18:38:31,2161,failed,26,US,2161,2161,50000
1000725978,"Air Bonsai | Create your ""little star""",Product Design,Design,USD,1 03 2016,80000,2016-01-21 12:18:00,843743,successful,3784,US,843743,843743,80000
1000727191,"Canadian Invasion's ""Choose Your Own Adventure"" Album",Pop,Music,USD,20 12 2010,2000,2010-10-26 01:17:27,2036,successful,38,US,2036,2036,2000
1000727905,Wrist Covers,Product Design,Design,USD,24 04 2015,9500,2015-02-23 19:39:59,0,failed,0,US,0,0,9500
1000741180,High Stakes: A Short Film,Shorts,Film & Video,USD,3 11 2013,5000,2013-10-09 21:55:16,5120,successful,81,US,5120,5120,5000
1000741387,Fomatek: Foam Laptop Desks & Music Stands Elevate your Gear.,Product Design,Design,USD,26 09 2015,10000,2015-08-27 22:02:59,805,failed,10,US,805,805,10000
